customer_id,days_as_customer,total_transactions,total_spent,days_since_last_purchase,purchase_count,avg_order_value,support_tickets_raised,newsletter_subscriber,referrals_made,lifetime_months
34660,1446,420,36.68,563,420,0.09,12,0,25,47.5
34661,2368,313,15632.68,139,313,49.94,17,1,38,77.8
34662,1043,344,147.5,342,344,0.43,0,0,32,34.3
34663,378,340,1184.06,59,340,3.48,28,0,32,12.4
34664,2480,31,1664.38,12,31,53.69,15,1,32,81.5
34665,1159,429,7271.24,261,429,16.95,1,0,31,38.1
34666,1737,157,302.84,605,157,1.93,8,1,26,57.1
34667,629,115,501.9,366,115,4.36,15,1,33,20.7
34668,853,210,5745.89,386,210,27.36,14,1,25,28.0
34669,2404,320,14710.42,599,320,45.97,28,1,8,79.0
34670,598,402,454.09,579,402,1.13,25,0,25,19.6
34671,1745,251,11024.39,1,251,43.92,20,0,40,57.3
34672,1344,401,164.17,171,401,0.41,4,1,1,44.2
34673,1906,297,330.7,329,297,1.11,16,1,0,62.6
34674,2103,498,22986.41,694,498,46.16,5,0,29,69.1
34675,1539,224,17996.97,707,224,80.34,2,1,15,50.6
34676,462,241,324.67,232,241,1.35,1,1,6,15.2
34677,784,455,239.15,150,455,0.53,6,1,1,25.8
34678,1435,230,424.96,670,230,1.85,8,1,24,47.1
34679,423,388,10533.68,102,388,27.15,1,1,6,13.9
34680,1214,410,702.28,438,410,1.71,9,0,36,39.9
34681,2381,438,13158.7,366,438,30.04,1,1,30,78.2
34682,1994,263,704.29,22,263,2.68,27,0,30,65.5
34683,2451,423,1811.9,401,423,4.28,28,1,0,80.5
34684,598,455,227.88,96,455,0.5,20,0,41,19.6
34685,1566,314,548.38,161,314,1.75,25,0,43,51.4
34686,403,361,3099.35,699,361,8.59,22,0,15,13.2
34687,2311,425,1291.58,258,425,3.04,12,1,8,75.9
34688,2201,127,152.05,563,127,1.2,2,0,12,72.3
34689,707,82,6961.11,324,82,84.89,13,1,25,23.2
34690,1098,422,1270.95,715,422,3.01,17,0,41,36.1
34691,1461,446,2426.29,67,446,5.44,23,1,32,48.0
34692,2262,79,17297.19,30,79,218.95,4,1,39,74.3
34693,1578,412,3270.37,491,412,7.94,0,0,11,51.8
34694,577,367,2040.32,724,367,5.56,12,1,31,19.0
34695,1779,371,593.7,393,371,1.6,22,1,36,58.4
34696,950,452,5252.91,337,452,11.62,23,0,28,31.2
34697,351,212,1953.33,111,212,9.21,15,1,28,11.5
34698,2004,250,187.52,55,250,0.75,7,0,27,65.8
34699,1939,315,13282.52,73,315,42.17,15,0,41,63.7
34700,2062,290,30.39,105,290,0.1,18,1,47,67.7
34701,350,53,2371.27,605,53,44.74,16,1,36,11.5
34702,454,115,10554.97,476,115,91.78,16,1,18,14.9
34703,272,273,924.02,182,273,3.38,22,1,2,8.9
34704,81,431,4061.19,582,431,9.42,29,0,11,2.7
34705,2283,266,1298.32,611,266,4.88,8,1,45,75.0
34706,1112,40,312.75,677,40,7.82,17,1,33,36.5
34707,554,220,2875.12,603,220,13.07,17,1,24,18.2
34708,2175,218,2558.02,389,218,11.73,26,0,35,71.5
34709,1325,455,1456.11,718,455,3.2,23,1,26,43.5
34710,405,110,1366.93,28,110,12.43,8,1,42,13.3
34711,852,58,280.82,28,58,4.84,29,1,0,28.0
34712,1245,399,1998.09,298,399,5.01,19,1,36,40.9
34713,1912,59,909.11,247,59,15.41,4,0,22,62.8
34714,2531,219,1991.52,675,219,9.09,18,1,40,83.1
34715,1717,122,6670.92,647,122,54.68,8,1,2,56.4
34716,1807,355,2014.84,378,355,5.68,26,1,39,59.4
34717,2480,488,1462.13,283,488,3.0,14,0,11,81.5
34718,273,116,81.95,102,116,0.71,14,0,11,9.0
34719,1854,190,4051.19,141,190,21.32,5,0,37,60.9
34720,1350,137,18408.32,372,137,134.37,11,0,12,44.3
34721,2239,107,1197.71,722,107,11.19,25,0,5,73.6
34722,571,118,1041.38,419,118,8.83,25,1,24,18.8
34723,622,185,1618.25,101,185,8.75,12,0,0,20.4
34724,2533,491,10077.27,43,491,20.52,6,0,38,83.2
34725,419,113,2607.48,695,113,23.08,27,1,12,13.8
34726,951,109,735.52,709,109,6.75,29,1,37,31.2
34727,520,395,110.16,162,395,0.28,0,1,47,17.1
34728,1795,156,37761.97,261,156,242.06,2,1,39,59.0
34729,119,241,1636.52,556,241,6.79,18,1,17,3.9
34730,1158,18,440.29,540,18,24.46,28,0,44,38.0
34731,339,472,684.5,74,472,1.45,18,1,34,11.1
34732,1746,46,3362.03,398,46,73.09,2,0,31,57.4
34733,1700,389,71069.03,717,389,182.7,15,1,0,55.8
34734,794,277,1008.74,219,277,3.64,28,1,30,26.1
34735,1484,54,677.56,384,54,12.55,24,0,28,48.8
34736,2503,311,5769.63,43,311,18.55,29,1,46,82.2
34737,1589,494,1138.53,369,494,2.3,19,1,24,52.2
34738,2332,270,2854.16,412,270,10.57,16,1,18,76.6
34739,1239,457,637.74,171,457,1.4,18,0,34,40.7
34740,1766,480,73497.77,205,480,153.12,22,1,12,58.0
34741,1586,315,9513.15,447,315,30.2,3,0,28,52.1
34742,2362,353,344.17,454,353,0.97,2,1,45,77.6
34743,131,156,19496.67,720,156,124.98,19,1,11,4.3
34744,2383,83,535.31,469,83,6.45,12,0,7,78.3
34745,185,5,289.23,469,5,57.85,20,0,43,6.1
34746,2429,463,927.32,366,463,2.0,4,0,37,79.8
34747,290,306,1545.8,580,306,5.05,3,0,25,9.5
34748,2089,208,1236.0,465,208,5.94,9,0,7,68.6
34749,1360,242,53373.89,60,242,220.55,10,1,4,44.7
34750,2209,430,2782.98,256,430,6.47,26,1,26,72.6
34751,1918,107,3220.12,275,107,30.09,6,1,42,63.0
34752,31,127,401.88,662,127,3.16,10,1,8,1.0
34753,612,476,391.55,101,476,0.82,28,1,14,20.1
34754,1962,124,7870.54,235,124,63.47,5,1,34,64.5
34755,657,298,99.89,574,298,0.34,23,1,13,21.6
34756,624,408,26455.54,318,408,64.84,21,1,43,20.5
34757,443,366,10769.25,518,366,29.42,5,0,42,14.6
34758,2276,326,228.5,496,326,0.7,3,1,32,74.8
34759,655,49,608.57,242,49,12.42,3,1,25,21.5
34760,1122,5,2353.0,634,5,470.6,8,1,18,36.9
34761,653,458,3021.9,418,458,6.6,21,0,0,21.5
34762,127,131,4594.78,214,131,35.07,19,0,19,4.2
34763,2465,316,6498.61,262,316,20.57,4,1,48,81.0
34764,1131,311,387.95,52,311,1.25,25,1,29,37.2
34765,1293,118,762.27,610,118,6.46,18,0,42,42.5
34766,643,349,9779.62,165,349,28.02,12,0,42,21.1
34767,2287,221,689.28,178,221,3.12,11,1,15,75.1
34768,679,449,1719.21,158,449,3.83,8,0,47,22.3
34769,2349,466,2763.65,480,466,5.93,23,1,1,77.2
34770,1734,44,2206.69,475,44,50.15,1,1,20,57.0
34771,1677,39,1686.08,552,39,43.23,24,1,25,55.1
34772,979,75,10959.29,528,75,146.12,5,1,2,32.2
34773,2149,145,510.01,189,145,3.52,0,1,1,70.6
34774,1308,68,4740.51,316,68,69.71,4,0,46,43.0
34775,2448,263,3051.35,189,263,11.6,29,1,18,80.4
34776,1766,231,680.54,7,231,2.95,17,1,0,58.0
34777,537,339,347.8,52,339,1.03,23,1,32,17.6
34778,1946,256,2121.14,719,256,8.29,0,1,18,63.9
34779,730,185,1617.35,29,185,8.74,23,1,1,24.0
34780,1490,243,2351.1,653,243,9.68,9,1,28,48.9
34781,1585,70,964.84,664,70,13.78,9,1,6,52.1
34782,1017,160,8849.73,469,160,55.31,5,1,14,33.4
34783,833,109,4654.64,172,109,42.7,10,1,6,27.4
34784,1450,31,1481.18,529,31,47.78,16,0,49,47.6
34785,1396,497,286.03,540,497,0.58,9,0,25,45.9
34786,101,341,2380.91,457,341,6.98,22,1,35,3.3
34787,314,470,1023.88,688,470,2.18,14,1,38,10.3
34788,489,289,723.72,499,289,2.5,10,1,20,16.1
34789,1166,363,654.73,669,363,1.8,7,0,28,38.3
34790,2449,88,2579.14,370,88,29.31,17,1,5,80.5
34791,844,426,20712.87,94,426,48.62,17,0,43,27.7
34792,743,105,18848.14,3,105,179.51,28,0,6,24.4
34793,47,49,472.32,380,49,9.64,10,0,21,1.5
34794,1650,464,457.88,599,464,0.99,4,1,1,54.2
34795,863,56,6833.26,80,56,122.02,2,1,44,28.4
34796,2355,456,3536.61,16,456,7.76,5,0,28,77.4
34797,398,180,11883.4,196,180,66.02,27,1,39,13.1
34798,1299,210,5241.34,311,210,24.96,27,0,24,42.7
34799,1821,26,3494.36,16,26,134.4,5,1,37,59.8
34800,1484,335,296.29,396,335,0.88,24,1,34,48.8
34801,40,471,793.75,52,471,1.69,26,0,27,1.3
34802,443,302,2405.43,344,302,7.96,11,1,38,14.6
34803,759,94,8566.49,431,94,91.13,29,1,9,24.9
34804,1521,448,11537.23,30,448,25.75,2,1,19,50.0
34805,561,127,1006.08,726,127,7.92,10,0,22,18.4
34806,2321,411,390.24,608,411,0.95,15,0,46,76.2
34807,2013,466,350.8,628,466,0.75,6,1,40,66.1
34808,1525,475,4874.52,480,475,10.26,25,0,41,50.1
34809,2147,246,457.61,160,246,1.86,19,1,36,70.5
34810,1793,342,1023.34,707,342,2.99,4,0,47,58.9
34811,2173,491,1212.84,713,491,2.47,3,1,18,71.4
34812,2170,439,8861.73,681,439,20.19,29,0,43,71.3
34813,712,237,245.49,449,237,1.04,3,1,6,23.4
34814,1594,43,4796.86,707,43,111.55,6,1,21,52.4
34815,356,324,4685.74,697,324,14.46,22,0,39,11.7
34816,2026,365,1709.43,306,365,4.68,2,1,30,66.6
34817,146,180,92.11,456,180,0.51,26,1,9,4.8
34818,1809,228,1498.81,372,228,6.57,6,0,10,59.4
34819,694,274,2806.12,133,274,10.24,10,0,27,22.8
34820,95,230,15138.82,379,230,65.82,7,1,6,3.1
34821,785,221,3262.5,426,221,14.76,20,1,18,25.8
34822,900,80,245.0,333,80,3.06,26,1,26,29.6
34823,1646,165,2778.94,187,165,16.84,0,0,49,54.1
34824,1640,77,3318.67,124,77,43.1,25,1,28,53.9
34825,518,12,2184.6,282,12,182.05,16,0,16,17.0
34826,2163,228,2798.39,610,228,12.27,23,0,38,71.1
34827,769,427,289.11,48,427,0.68,28,1,43,25.3
34828,150,355,1548.39,516,355,4.36,25,1,41,4.9
34829,1988,201,618.47,116,201,3.08,27,1,6,65.3
34830,757,428,5739.25,279,428,13.41,16,1,28,24.9
34831,2133,295,3528.08,673,295,11.96,15,1,18,70.1
34832,691,216,1366.45,76,216,6.33,24,0,0,22.7
34833,2539,341,3972.76,152,341,11.65,8,0,11,83.4
34834,1952,152,1101.92,498,152,7.25,24,0,10,64.1
34835,374,418,160.13,25,418,0.38,9,0,1,12.3
34836,1535,99,293.37,548,99,2.96,18,1,36,50.4
34837,2479,338,15952.62,405,338,47.2,13,1,13,81.4
34838,817,176,1745.96,575,176,9.92,29,1,6,26.8
34839,1845,174,1773.55,577,174,10.19,4,1,10,60.6
34840,1241,171,60.21,332,171,0.35,20,1,30,40.8
34841,1387,473,748.4,602,473,1.58,24,0,16,45.6
34842,2430,177,775.42,624,177,4.38,20,0,48,79.8
34843,216,394,522.93,228,394,1.33,9,1,30,7.1
34844,1066,69,521.04,655,69,7.55,27,0,19,35.0
34845,321,322,756.49,290,322,2.35,25,1,22,10.5
34846,1370,106,1991.05,235,106,18.78,12,1,3,45.0
34847,241,370,1237.01,672,370,3.34,8,1,29,7.9
34848,924,459,5520.03,267,459,12.03,28,1,36,30.4
34849,2194,407,1305.98,87,407,3.21,20,1,39,72.1
34850,52,244,6460.51,620,244,26.48,21,1,6,1.7
34851,1628,396,3620.86,423,396,9.14,13,1,27,53.5
34852,340,51,506.57,646,51,9.93,13,0,7,11.2
34853,324,171,1757.97,157,171,10.28,1,1,2,10.6
34854,64,108,643.25,181,108,5.96,0,1,48,2.1
34855,1413,267,706.33,494,267,2.65,25,0,16,46.4
34856,718,80,1045.89,257,80,13.07,9,1,17,23.6
34857,307,450,11923.41,74,450,26.5,2,1,6,10.1
34858,904,317,866.23,290,317,2.73,28,1,42,29.7
34859,757,60,5334.87,295,60,88.91,6,1,21,24.9
34860,1633,185,8063.8,664,185,43.59,6,1,19,53.6
34861,804,314,19903.11,616,314,63.39,3,0,25,26.4
34862,496,365,932.69,460,365,2.56,29,1,34,16.3
34863,1533,480,6458.55,349,480,13.46,20,1,21,50.4
34864,1911,395,26902.45,640,395,68.11,27,0,6,62.8
34865,163,223,5026.83,404,223,22.54,19,1,2,5.4
34866,1112,34,2317.89,283,34,68.17,23,0,39,36.5
34867,694,350,3526.69,421,350,10.08,27,1,11,22.8
34868,1188,247,932.98,241,247,3.78,3,1,19,39.0
34869,909,195,1434.24,100,195,7.36,1,0,49,29.9
34870,803,95,1116.68,35,95,11.75,11,1,32,26.4
34871,62,410,1295.53,62,410,3.16,27,1,18,2.0
34872,2390,20,49768.15,238,20,2488.41,16,1,6,78.5
34873,1054,403,659.25,455,403,1.64,14,0,28,34.6
34874,1953,314,2600.01,341,314,8.28,19,1,37,64.2
34875,984,153,28657.88,321,153,187.31,7,1,31,32.3
34876,1155,364,2242.97,184,364,6.16,20,1,30,37.9
34877,967,460,82.38,25,460,0.18,10,0,46,31.8
34878,1226,465,31203.11,167,465,67.1,11,0,42,40.3
34879,651,317,3805.76,502,317,12.01,26,1,49,21.4
34880,376,201,757.61,429,201,3.77,14,1,13,12.4
34881,265,99,1585.76,88,99,16.02,28,1,41,8.7
34882,225,9,2126.59,196,9,236.29,3,1,23,7.4
34883,2527,415,280.31,568,415,0.68,0,1,2,83.0
34884,1337,135,1233.88,486,135,9.14,24,1,6,43.9
34885,1979,341,6338.38,17,341,18.59,22,1,16,65.0
34886,1385,343,1885.51,347,343,5.5,26,1,37,45.5
34887,1766,174,735.4,206,174,4.23,3,0,14,58.0
34888,2199,262,773.17,21,262,2.95,21,1,46,72.2
34889,847,43,3944.4,193,43,91.73,0,1,0,27.8
34890,689,53,527.28,619,53,9.95,14,0,22,22.6
34891,1985,490,1432.92,69,490,2.92,3,1,25,65.2
34892,2232,18,1023.52,28,18,56.86,26,1,30,73.3
34893,2230,447,93.09,342,447,0.21,0,1,9,73.3
34894,1572,436,1728.84,473,436,3.97,27,1,42,51.6
34895,1751,41,554.17,38,41,13.52,16,0,25,57.5
34896,530,413,4949.64,441,413,11.98,28,1,13,17.4
34897,225,55,3436.95,243,55,62.49,9,0,21,7.4
34898,1251,261,923.84,395,261,3.54,14,0,17,41.1
34899,1317,158,7769.27,98,158,49.17,20,0,43,43.3
34900,632,66,24436.01,65,66,370.24,25,0,21,20.8
34901,2553,434,2881.71,706,434,6.64,25,0,4,83.9
34902,986,399,14621.65,650,399,36.65,18,1,49,32.4
34903,938,333,734.71,157,333,2.21,28,1,24,30.8
34904,1119,426,26206.25,424,426,61.52,18,1,7,36.8
34905,1207,6,4857.15,682,6,809.52,19,0,25,39.7
34906,1999,184,12504.31,355,184,67.96,26,0,20,65.7
34907,155,268,92.17,699,268,0.34,1,1,32,5.1
34908,2467,171,299.14,523,171,1.75,22,1,22,81.0
34909,2208,430,814.39,549,430,1.89,26,0,10,72.5
34910,1230,306,9405.4,691,306,30.74,3,0,17,40.4
34911,300,404,1235.75,229,404,3.06,26,0,11,9.9
34912,202,359,3523.41,466,359,9.81,20,1,17,6.6
34913,818,326,1372.26,414,326,4.21,18,1,27,26.9
34914,1743,153,784.18,507,153,5.13,8,1,20,57.3
34915,2125,458,3010.66,132,458,6.57,6,1,16,69.8
34916,186,87,4470.86,544,87,51.39,21,1,34,6.1
34917,2171,475,4605.49,487,475,9.7,3,1,37,71.3
34918,402,258,2424.59,717,258,9.4,14,1,36,13.2
34919,461,16,595.38,245,16,37.21,22,0,20,15.1
34920,2250,206,5767.68,254,206,28.0,27,1,35,73.9
34921,106,70,835.02,161,70,11.93,29,1,5,3.5
34922,1695,66,1914.07,182,66,29.0,26,0,17,55.7
34923,1083,317,1703.61,460,317,5.37,22,0,20,35.6
34924,1152,444,257.65,221,444,0.58,21,0,43,37.8
34925,1000,446,728.52,442,446,1.63,17,1,6,32.9
34926,1164,214,1692.21,605,214,7.91,18,1,28,38.2
34927,599,65,4464.26,494,65,68.68,15,0,19,19.7
34928,1971,37,2211.07,112,37,59.76,15,1,33,64.8
34929,1149,11,16174.22,618,11,1470.38,10,1,5,37.7
34930,1073,371,1272.84,483,371,3.43,16,1,42,35.2
34931,980,262,5256.74,714,262,20.06,13,1,18,32.2
34932,1193,474,4712.43,123,474,9.94,29,1,22,39.2
34933,1942,185,2428.74,652,185,13.13,2,1,4,63.8
34934,1072,412,92.65,685,412,0.22,21,1,4,35.2
34935,2332,97,326.84,644,97,3.37,24,1,34,76.6
34936,560,5,807.63,699,5,161.53,24,0,17,18.4
34937,2187,360,4307.41,206,360,11.97,26,0,6,71.8
34938,1080,137,163398.49,500,137,1192.69,18,1,26,35.5
34939,391,26,3718.23,314,26,143.01,1,1,0,12.8
34940,791,235,2973.11,699,235,12.65,10,1,16,26.0
34941,566,37,264.47,293,37,7.15,9,0,49,18.6
34942,809,102,121.59,215,102,1.19,28,0,28,26.6
34943,1187,408,1706.52,609,408,4.18,4,1,3,39.0
34944,2143,249,18363.01,533,249,73.75,21,0,4,70.4
34945,2053,476,538.79,31,476,1.13,22,0,20,67.4
34946,1894,482,733.95,105,482,1.52,20,0,42,62.2
34947,177,385,8212.9,288,385,21.33,18,1,22,5.8
34948,2255,273,1955.68,668,273,7.16,11,1,11,74.1
34949,560,198,229.42,98,198,1.16,4,1,18,18.4
34950,1592,109,601.71,556,109,5.52,13,1,31,52.3
34951,2236,192,7425.91,131,192,38.68,5,1,45,73.5
34952,593,336,3970.91,40,336,11.82,3,1,5,19.5
34953,1326,213,6061.82,54,213,28.46,4,1,4,43.6
34954,1375,275,1720.28,247,275,6.26,9,1,21,45.2
34955,1860,69,15620.26,136,69,226.38,14,1,16,61.1
34956,1100,82,13553.62,561,82,165.29,20,1,27,36.1
34957,598,488,508.73,57,488,1.04,16,0,38,19.6
34958,998,52,897.13,84,52,17.25,16,0,38,32.8
34959,1980,80,1065.02,692,80,13.31,19,0,21,65.0
34960,562,53,7322.29,582,53,138.16,5,1,24,18.5
34961,1971,71,10961.83,12,71,154.39,12,0,5,64.8
34962,267,423,828.82,468,423,1.96,23,0,24,8.8
34963,1785,184,531.26,368,184,2.89,17,1,37,58.6
34964,375,174,1904.28,41,174,10.94,21,1,19,12.3
34965,1831,196,442.22,317,196,2.26,10,0,47,60.2
34966,2409,266,311.15,248,266,1.17,3,1,49,79.1
34967,547,152,2684.56,284,152,17.66,2,1,41,18.0
34968,756,342,231.01,335,342,0.68,10,1,34,24.8
34969,494,271,10302.21,616,271,38.02,16,1,19,16.2
34970,1799,419,1388.45,393,419,3.31,9,1,22,59.1
34971,1822,120,1091.68,312,120,9.1,29,1,40,59.9
34972,433,58,17217.11,466,58,296.85,6,0,36,14.2
34973,2053,150,3307.64,687,150,22.05,21,0,46,67.4
34974,1235,246,375.94,121,246,1.53,18,1,6,40.6
34975,1404,50,3926.04,462,50,78.52,14,0,12,46.1
34976,2162,154,612.89,138,154,3.98,27,0,43,71.0
34977,2215,448,4711.83,14,448,10.52,0,1,11,72.8
34978,1188,428,6947.81,511,428,16.23,25,0,43,39.0
34979,1600,162,4079.94,408,162,25.18,16,1,21,52.6
34980,1077,57,1764.26,187,57,30.95,1,1,13,35.4
34981,201,18,2180.35,480,18,121.13,26,0,30,6.6
34982,1046,374,693.8,518,374,1.86,22,1,36,34.4
34983,778,72,715.07,544,72,9.93,1,1,18,25.6
34984,1224,23,506.0,187,23,22.0,11,0,41,40.2
34985,1415,435,342.47,139,435,0.79,25,1,18,46.5
34986,546,301,1653.86,679,301,5.49,8,1,44,17.9
34987,2309,118,306.06,627,118,2.59,6,0,38,75.9
34988,44,366,249.63,360,366,0.68,29,0,2,1.4
34989,149,112,1876.21,507,112,16.75,19,1,15,4.9
34990,2269,498,2604.09,396,498,5.23,7,0,26,74.5
34991,1326,332,2812.76,71,332,8.47,3,0,11,43.6
34992,2351,424,3076.92,280,424,7.26,25,1,35,77.2
34993,469,78,1111.23,629,78,14.25,0,0,32,15.4
34994,1943,348,404.05,154,348,1.16,8,0,34,63.8
34995,549,106,1096.47,698,106,10.34,21,0,47,18.0
34996,2436,472,1281.45,402,472,2.71,27,0,21,80.0
34997,2302,222,144.72,242,222,0.65,3,1,9,75.6
34998,1240,448,100.1,700,448,0.22,3,0,4,40.7
34999,64,364,232.55,131,364,0.64,5,1,8,2.1
35000,2190,204,2505.45,7,204,12.28,23,0,19,71.9
35001,1092,226,3789.44,668,226,16.77,14,0,49,35.9
35002,258,490,635.45,705,490,1.3,11,1,18,8.5
35003,1288,368,16221.31,252,368,44.08,23,1,35,42.3
35004,200,302,3109.57,698,302,10.3,16,1,41,6.6
35005,1958,287,10602.89,153,287,36.94,0,1,28,64.3
35006,1650,402,2074.49,362,402,5.16,15,1,38,54.2
35007,1637,475,24236.19,127,475,51.02,21,1,18,53.8
35008,2061,442,2581.85,18,442,5.84,12,1,27,67.7
35009,1146,207,1134.1,324,207,5.48,19,0,48,37.6
35010,141,271,8965.34,100,271,33.08,21,1,21,4.6
35011,2495,423,117.84,217,423,0.28,7,1,5,82.0
35012,1057,55,1446.88,206,55,26.31,17,0,35,34.7
35013,938,297,14704.57,588,297,49.51,28,1,34,30.8
35014,1761,361,563.59,132,361,1.56,19,1,22,57.9
35015,1012,128,254.94,30,128,1.99,9,1,48,33.2
35016,432,222,5730.47,581,222,25.81,11,1,22,14.2
35017,475,304,5504.5,527,304,18.11,3,0,20,15.6
35018,1653,432,4080.98,557,432,9.45,5,0,31,54.3
35019,1450,228,2957.8,576,228,12.97,17,0,42,47.6
35020,536,460,11662.8,78,460,25.35,15,1,30,17.6
35021,1340,120,1261.2,710,120,10.51,20,1,33,44.0
35022,457,359,587.75,725,359,1.64,9,0,9,15.0
35023,234,439,4403.99,613,439,10.03,13,1,0,7.7
35024,1897,32,421.62,644,32,13.18,4,1,30,62.3
35025,508,496,2355.31,170,496,4.75,15,0,5,16.7
35026,1125,454,429.95,657,454,0.95,9,1,15,37.0
35027,708,213,4366.25,204,213,20.5,9,1,22,23.3
35028,2456,392,4263.89,6,392,10.88,12,1,42,80.7
35029,2444,375,3435.08,127,375,9.16,20,1,5,80.3
35030,346,207,12439.05,707,207,60.09,12,0,21,11.4
35031,1709,213,2269.2,179,213,10.65,9,0,8,56.1
35032,1827,193,12417.83,542,193,64.34,10,1,37,60.0
35033,988,400,1247.06,395,400,3.12,26,1,22,32.5
35034,2199,41,5736.54,612,41,139.92,17,0,7,72.2
35035,2519,452,3002.29,668,452,6.64,2,0,48,82.8
35036,1068,366,4774.75,237,366,13.05,26,1,44,35.1
35037,1461,338,2784.95,194,338,8.24,15,1,32,48.0
35038,1286,374,1468.42,50,374,3.93,5,1,0,42.2
35039,182,107,204.71,5,107,1.91,20,0,11,6.0
35040,2302,76,103.04,507,76,1.36,3,1,43,75.6
35041,348,199,3593.15,486,199,18.06,13,1,2,11.4
35042,472,202,3865.67,334,202,19.14,17,0,17,15.5
35043,2532,243,319.24,371,243,1.31,25,1,27,83.2
35044,422,420,3692.36,692,420,8.79,23,1,28,13.9
35045,837,30,1728.34,32,30,57.61,11,1,22,27.5
35046,1110,436,372.18,69,436,0.85,0,1,31,36.5
35047,590,352,255.56,597,352,0.73,13,0,23,19.4
35048,843,203,665.93,390,203,3.28,11,1,1,27.7
35049,2532,383,1374.03,114,383,3.59,0,1,12,83.2
35050,1059,405,15004.75,128,405,37.05,11,1,29,34.8
35051,530,409,167.26,598,409,0.41,16,1,11,17.4
35052,1458,325,864.7,369,325,2.66,12,0,8,47.9
35053,2497,63,3190.11,555,63,50.64,9,0,26,82.0
35054,1171,322,5985.62,516,322,18.59,3,0,48,38.5
35055,141,431,1063.15,609,431,2.47,5,1,10,4.6
35056,347,383,15811.51,649,383,41.28,8,0,11,11.4
35057,401,316,16840.84,468,316,53.29,27,0,48,13.2
35058,507,482,230.52,14,482,0.48,2,1,32,16.7
35059,1206,294,208.75,407,294,0.71,29,1,22,39.6
35060,703,124,2570.8,237,124,20.73,7,0,25,23.1
35061,2297,300,424.06,184,300,1.41,25,0,23,75.5
35062,1970,99,949.64,196,99,9.59,22,1,47,64.7
35063,1157,366,1256.55,729,366,3.43,10,0,26,38.0
35064,2022,455,2872.44,74,455,6.31,0,1,40,66.4
35065,2458,324,8626.3,2,324,26.62,11,1,40,80.7
35066,2262,449,13508.43,461,449,30.09,6,1,47,74.3
35067,1194,36,676.19,198,36,18.78,24,0,28,39.2
35068,1986,301,2698.68,450,301,8.97,19,1,45,65.2
35069,2030,163,20329.88,57,163,124.72,5,1,1,66.7
35070,1630,45,231.78,258,45,5.15,16,1,26,53.5
35071,568,382,4640.76,679,382,12.15,26,1,41,18.7
35072,201,493,385.64,117,493,0.78,17,1,16,6.6
35073,2147,99,3490.85,507,99,35.26,21,1,29,70.5
35074,2392,375,1295.2,95,375,3.45,20,1,0,78.6
35075,885,111,128.52,59,111,1.16,10,1,36,29.1
35076,1091,493,108.23,368,493,0.22,28,1,19,35.8
35077,2056,156,123.22,587,156,0.79,10,0,32,67.5
35078,1665,45,5784.68,664,45,128.55,16,1,20,54.7
35079,1269,271,21842.76,640,271,80.6,15,1,29,41.7
35080,1224,291,2154.92,543,291,7.41,29,1,14,40.2
35081,1128,385,471.37,394,385,1.22,2,0,19,37.1
35082,215,228,331.78,635,228,1.46,15,1,6,7.1
35083,2148,373,6604.12,443,373,17.71,2,1,43,70.6
35084,783,144,363.2,165,144,2.52,3,0,31,25.7
35085,2154,420,2852.87,547,420,6.79,22,1,10,70.8
35086,322,276,108.26,352,276,0.39,23,0,1,10.6
35087,91,372,15458.94,274,372,41.56,3,0,20,3.0
35088,773,473,333.14,518,473,0.7,18,0,23,25.4
35089,1850,169,307.01,42,169,1.82,29,1,17,60.8
35090,44,88,18234.25,95,88,207.21,25,1,22,1.4
35091,1177,484,1568.69,552,484,3.24,16,1,28,38.7
35092,1384,332,397.79,555,332,1.2,14,1,9,45.5
35093,872,1,1136.87,239,1,1136.87,24,1,5,28.6
35094,2067,2,540.37,661,2,270.18,5,1,3,67.9
35095,289,409,891.59,190,409,2.18,6,1,24,9.5
35096,436,228,1159.18,85,228,5.08,16,1,39,14.3
35097,595,40,5274.8,355,40,131.87,6,0,22,19.5
35098,2186,315,1014.76,541,315,3.22,10,0,6,71.8
35099,2268,426,1360.4,707,426,3.19,15,0,37,74.5
35100,1814,228,2199.61,384,228,9.65,18,1,26,59.6
35101,1095,358,644.15,247,358,1.8,21,1,35,36.0
35102,2286,265,429.62,2,265,1.62,18,0,46,75.1
35103,1246,37,24281.29,395,37,656.25,4,0,16,40.9
35104,1113,143,17671.09,592,143,123.57,28,0,31,36.6
35105,1189,428,1328.16,326,428,3.1,20,1,28,39.1
35106,1120,65,10501.94,61,65,161.57,0,0,45,36.8
35107,2357,483,1226.66,136,483,2.54,28,1,15,77.4
35108,2445,391,1294.46,660,391,3.31,26,0,4,80.3
35109,1906,255,1262.22,283,255,4.95,25,1,16,62.6
35110,839,364,161.21,331,364,0.44,16,1,18,27.6
35111,2033,202,11743.17,150,202,58.13,19,1,11,66.8
35112,1222,125,1703.35,718,125,13.63,27,1,19,40.1
35113,1337,356,8975.45,172,356,25.21,20,1,3,43.9
35114,262,141,2722.79,587,141,19.31,8,1,5,8.6
35115,219,362,423.01,356,362,1.17,22,1,28,7.2
35116,290,325,9162.05,143,325,28.19,2,1,33,9.5
35117,1074,464,317.91,308,464,0.69,6,1,36,35.3
35118,2369,295,3625.89,104,295,12.29,27,0,10,77.8
35119,1702,129,26515.21,145,129,205.54,29,1,4,55.9
